Region,AgeVariable,Year,AvgDisposibleIncome
Hallstahammar,age 55-64 years,2019,6.2
Hallstahammar,age 55-64 years,2020,6.1
Hallstahammar,age 55-64 years,2021,6.3
Hallstahammar,age 55-64 years,2022,6.7
Hallstahammar,age 55-64 years,2023,5.8
Norberg,all 20-64 years of age,1997,3.5
Norberg,all 20-64 years of age,1998,3.7
Norberg,all 20-64 years of age,1999,3.7
Norberg,all 20-64 years of age,2000,4.0
Norberg,all 20-64 years of age,2001,4.1
Norberg,all 20-64 years of age,2002,4.2
Norberg,all 20-64 years of age,2003,4.3
Norberg,all 20-64 years of age,2004,4.2
Norberg,all 20-64 years of age,2005,4.4
Norberg,all 20-64 years of age,2006,4.6
Norberg,all 20-64 years of age,2007,4.8
Norberg,all 20-64 years of age,2008,5.0
Norberg,all 20-64 years of age,2009,4.8
Norberg,all 20-64 years of age,2010,5.0
Norberg,all 20-64 years of age,2011,5.1
Norberg,all 20-64 years of age,2012,5.1
Norberg,all 20-64 years of age,2013,5.1
Norberg,all 20-64 years of age,2014,5.2
Norberg,all 20-64 years of age,2015,5.4
Norberg,all 20-64 years of age,2016,5.7
Norberg,all 20-64 years of age,2017,5.8
Norberg,all 20-64 years of age,2018,5.8
Norberg,all 20-64 years of age,2019,5.8
Norberg,all 20-64 years of age,2020,5.8
Norberg,all 20-64 years of age,2021,6.0
Norberg,all 20-64 years of age,2022,6.2
Norberg,all 20-64 years of age,2023,5.6
Norberg,20-24 years,1997,2.2
Norberg,20-24 years,1998,2.3
Norberg,20-24 years,1999,2.3
Norberg,20-24 years,2000,2.4
Norberg,20-24 years,2001,2.6
Norberg,20-24 years,2002,2.8
Norberg,20-24 years,2003,2.8
Norberg,20-24 years,2004,2.6
Norberg,20-24 years,2005,2.7
Norberg,20-24 years,2006,2.7
Norberg,20-24 years,2007,3.0
Norberg,20-24 years,2008,3.3
Norberg,20-24 years,2009,2.7
Norberg,20-24 years,2010,2.6
Norberg,20-24 years,2011,2.9
Norberg,20-24 years,2012,3.0
Norberg,20-24 years,2013,2.9
Norberg,20-24 years,2014,3.1
Norberg,20-24 years,2015,3.2
Norberg,20-24 years,2016,3.4
Norberg,20-24 years,2017,3.6
Norberg,20-24 years,2018,3.8
Norberg,20-24 years,2019,3.7
Norberg,20-24 years,2020,3.4
Norberg,20-24 years,2021,3.6
Norberg,20-24 years,2022,3.8
Norberg,20-24 years,2023,3.2
Norberg,age 25-34 years,1997,3.4
Norberg,age 25-34 years,1998,3.5
Norberg,age 25-34 years,1999,3.5
Norberg,age 25-34 years,2000,3.8
Norberg,age 25-34 years,2001,4.0
Norberg,age 25-34 years,2002,4.1
Norberg,age 25-34 years,2003,4.0
Norberg,age 25-34 years,2004,3.9
Norberg,age 25-34 years,2005,4.0
Norberg,age 25-34 years,2006,4.1
Norberg,age 25-34 years,2007,4.3
Norberg,age 25-34 years,2008,4.4
Norberg,age 25-34 years,2009,4.2
Norberg,age 25-34 years,2010,4.4
Norberg,age 25-34 years,2011,4.5
Norberg,age 25-34 years,2012,4.6
Norberg,age 25-34 years,2013,4.5
Norberg,age 25-34 years,2014,4.5
Norberg,age 25-34 years,2015,4.6
Norberg,age 25-34 years,2016,4.8
Norberg,age 25-34 years,2017,4.8
Norberg,age 25-34 years,2018,5.1
Norberg,age 25-34 years,2019,5.1
Norberg,age 25-34 years,2020,5.0
Norberg,age 25-34 years,2021,5.2
Norberg,age 25-34 years,2022,5.4
Norberg,age 25-34 years,2023,4.7
Norberg,age 35-44 years,1997,3.7
Norberg,age 35-44 years,1998,3.9
Norberg,age 35-44 years,1999,4.0
Norberg,age 35-44 years,2000,4.3
Norberg,age 35-44 years,2001,4.4
Norberg,age 35-44 years,2002,4.5
Norberg,age 35-44 years,2003,4.5
Norberg,age 35-44 years,2004,4.5
Norberg,age 35-44 years,2005,4.8
Norberg,age 35-44 years,2006,4.9
Norberg,age 35-44 years,2007,5.1
Norberg,age 35-44 years,2008,5.3
Norberg,age 35-44 years,2009,5.1
Norberg,age 35-44 years,2010,5.2
Norberg,age 35-44 years,2011,5.4
Norberg,age 35-44 years,2012,5.5
Norberg,age 35-44 years,2013,5.5
Norberg,age 35-44 years,2014,5.7
Norberg,age 35-44 years,2015,5.9
Norberg,age 35-44 years,2016,6.2
Norberg,age 35-44 years,2017,6.3
Norberg,age 35-44 years,2018,6.1
Norberg,age 35-44 years,2019,6.2
Norberg,age 35-44 years,2020,6.1
Norberg,age 35-44 years,2021,6.3
Norberg,age 35-44 years,2022,6.8
Norberg,age 35-44 years,2023,5.6
Norberg,age 45-54 years,1997,3.9
Norberg,age 45-54 years,1998,4.1
Norberg,age 45-54 years,1999,4.0
Norberg,age 45-54 years,2000,4.2
Norberg,age 45-54 years,2001,4.4
Norberg,age 45-54 years,2002,4.6
Norberg,age 45-54 years,2003,4.7
Norberg,age 45-54 years,2004,4.5
Norberg,age 45-54 years,2005,4.7
Norberg,age 45-54 years,2006,4.9
Norberg,age 45-54 years,2007,5.1
Norberg,age 45-54 years,2008,5.4
Norberg,age 45-54 years,2009,5.5
Norberg,age 45-54 years,2010,5.6
Norberg,age 45-54 years,2011,5.8
Norberg,age 45-54 years,2012,5.7
Norberg,age 45-54 years,2013,5.8
Norberg,age 45-54 years,2014,5.9
Norberg,age 45-54 years,2015,6.1
Norberg,age 45-54 years,2016,6.5
Norberg,age 45-54 years,2017,6.8
Norberg,age 45-54 years,2018,6.4
Norberg,age 45-54 years,2019,6.5
Norberg,age 45-54 years,2020,6.5
Norberg,age 45-54 years,2021,6.7
Norberg,age 45-54 years,2022,7.0
Norberg,age 45-54 years,2023,6.1
Norberg,age 55-64 years,1997,3.5
Norberg,age 55-64 years,1998,3.6
Norberg,age 55-64 years,1999,3.8
Norberg,age 55-64 years,2000,3.9
Norberg,age 55-64 years,2001,4.0
Norberg,age 55-64 years,2002,4.2
Norberg,age 55-64 years,2003,4.3
Norberg,age 55-64 years,2004,4.3
Norberg,age 55-64 years,2005,4.5
Norberg,age 55-64 years,2006,4.8
Norberg,age 55-64 years,2007,4.9
Norberg,age 55-64 years,2008,5.0
Norberg,age 55-64 years,2009,5.0
Norberg,age 55-64 years,2010,5.3
Norberg,age 55-64 years,2011,5.4
Norberg,age 55-64 years,2012,5.5
Norberg,age 55-64 years,2013,5.5
Norberg,age 55-64 years,2014,5.6
Norberg,age 55-64 years,2015,5.9
Norberg,age 55-64 years,2016,6.3
Norberg,age 55-64 years,2017,6.1
Norberg,age 55-64 years,2018,6.3
Norberg,age 55-64 years,2019,6.4
Norberg,age 55-64 years,2020,6.2
Norberg,age 55-64 years,2021,6.6
Norberg,age 55-64 years,2022,6.6
Norberg,age 55-64 years,2023,6.4
Västerås,all 20-64 years of age,1997,3.7
Västerås,all 20-64 years of age,1998,3.9
Västerås,all 20-64 years of age,1999,4.1
Västerås,all 20-64 years of age,2000,4.4
Västerås,all 20-64 years of age,2001,4.5
Västerås,all 20-64 years of age,2002,4.6
Västerås,all 20-64 years of age,2003,4.6
Västerås,all 20-64 years of age,2004,4.6
Västerås,all 20-64 years of age,2005,4.8
Västerås,all 20-64 years of age,2006,5.0
Västerås,all 20-64 years of age,2007,5.4
Västerås,all 20-64 years of age,2008,5.4
Västerås,all 20-64 years of age,2009,5.3
Västerås,all 20-64 years of age,2010,5.5
Västerås,all 20-64 years of age,2011,5.6
Västerås,all 20-64 years of age,2012,5.6
Västerås,all 20-64 years of age,2013,5.6
Västerås,all 20-64 years of age,2014,5.8
Västerås,all 20-64 years of age,2015,6.1
Västerås,all 20-64 years of age,2016,6.2
Västerås,all 20-64 years of age,2017,6.4
Västerås,all 20-64 years of age,2018,6.4
Västerås,all 20-64 years of age,2019,6.4
Västerås,all 20-64 years of age,2020,6.4
Västerås,all 20-64 years of age,2021,6.7
Västerås,all 20-64 years of age,2022,6.9
Västerås,all 20-64 years of age,2023,6.0
Västerås,20-24 years,1997,2.2
Västerås,20-24 years,1998,2.2
Västerås,20-24 years,1999,2.4
Västerås,20-24 years,2000,2.6
Västerås,20-24 years,2001,2.6
Västerås,20-24 years,2002,2.6
Västerås,20-24 years,2003,2.7
Västerås,20-24 years,2004,2.6
Västerås,20-24 years,2005,2.6
Västerås,20-24 years,2006,2.7
Västerås,20-24 years,2007,3.1
Västerås,20-24 years,2008,3.1
Västerås,20-24 years,2009,2.8
Västerås,20-24 years,2010,2.9
Västerås,20-24 years,2011,3.0
Västerås,20-24 years,2012,3.0
Västerås,20-24 years,2013,3.0
Västerås,20-24 years,2014,3.2
Västerås,20-24 years,2015,3.3
Västerås,20-24 years,2016,3.4
Västerås,20-24 years,2017,3.6
Västerås,20-24 years,2018,3.7
Västerås,20-24 years,2019,3.6
Västerås,20-24 years,2020,3.5
Västerås,20-24 years,2021,3.7
Västerås,20-24 years,2022,3.9
Västerås,20-24 years,2023,3.3
Västerås,age 25-34 years,1997,3.4
Västerås,age 25-34 years,1998,3.5
Västerås,age 25-34 years,1999,3.7
Västerås,age 25-34 years,2000,4.0
Västerås,age 25-34 years,2001,4.1
Västerås,age 25-34 years,2002,4.1
Västerås,age 25-34 years,2003,4.1
Västerås,age 25-34 years,2004,4.0
Västerås,age 25-34 years,2005,4.1
Västerås,age 25-34 years,2006,4.3
Västerås,age 25-34 years,2007,4.5
Västerås,age 25-34 years,2008,4.6
Västerås,age 25-34 years,2009,4.4
Västerås,age 25-34 years,2010,4.6
Västerås,age 25-34 years,2011,4.7
Västerås,age 25-34 years,2012,4.7
Västerås,age 25-34 years,2013,4.7
Västerås,age 25-34 years,2014,4.9
Västerås,age 25-34 years,2015,5.0
Västerås,age 25-34 years,2016,5.2
Västerås,age 25-34 years,2017,5.3
Västerås,age 25-34 years,2018,5.3
Västerås,age 25-34 years,2019,5.3
Västerås,age 25-34 years,2020,5.3
Västerås,age 25-34 years,2021,5.6
Västerås,age 25-34 years,2022,5.8
Västerås,age 25-34 years,2023,4.9
Västerås,age 35-44 years,1997,4.0
Västerås,age 35-44 years,1998,4.2
Västerås,age 35-44 years,1999,4.4
Västerås,age 35-44 years,2000,4.8
Västerås,age 35-44 years,2001,4.9
Västerås,age 35-44 years,2002,5.0
Västerås,age 35-44 years,2003,5.0
Västerås,age 35-44 years,2004,5.0
Västerås,age 35-44 years,2005,5.2
Västerås,age 35-44 years,2006,5.4
Västerås,age 35-44 years,2007,5.8
Västerås,age 35-44 years,2008,6.0
Västerås,age 35-44 years,2009,5.9
Västerås,age 35-44 years,2010,6.1
Västerås,age 35-44 years,2011,6.2
Västerås,age 35-44 years,2012,6.3
Västerås,age 35-44 years,2013,6.2
Västerås,age 35-44 years,2014,6.5
Västerås,age 35-44 years,2015,6.6
Västerås,age 35-44 years,2016,6.9
Västerås,age 35-44 years,2017,6.9
Västerås,age 35-44 years,2018,6.9
Västerås,age 35-44 years,2019,6.8
Västerås,age 35-44 years,2020,6.8
Västerås,age 35-44 years,2021,7.1
Västerås,age 35-44 years,2022,7.3
Västerås,age 35-44 years,2023,6.3
Västerås,age 45-54 years,1997,4.3
Västerås,age 45-54 years,1998,4.4
Västerås,age 45-54 years,1999,4.6
Västerås,age 45-54 years,2000,4.9
Västerås,age 45-54 years,2001,5.0
Västerås,age 45-54 years,2002,5.1
Västerås,age 45-54 years,2003,5.2
Västerås,age 45-54 years,2004,5.2
Västerås,age 45-54 years,2005,5.4
Västerås,age 45-54 years,2006,5.7
Västerås,age 45-54 years,2007,6.1
Västerås,age 45-54 years,2008,6.3
Västerås,age 45-54 years,2009,6.2
Västerås,age 45-54 years,2010,6.4
Västerås,age 45-54 years,2011,6.6
Västerås,age 45-54 years,2012,6.7
Västerås,age 45-54 years,2013,6.7
Västerås,age 45-54 years,2014,6.9
Västerås,age 45-54 years,2015,7.2
Västerås,age 45-54 years,2016,7.4
Västerås,age 45-54 years,2017,7.6
Västerås,age 45-54 years,2018,7.6
Västerås,age 45-54 years,2019,7.7
Västerås,age 45-54 years,2020,7.8
Västerås,age 45-54 years,2021,8.0
Västerås,age 45-54 years,2022,8.3
Västerås,age 45-54 years,2023,7.2
Västerås,age 55-64 years,1997,4.0
Västerås,age 55-64 years,1998,4.1
Västerås,age 55-64 years,1999,4.4
Västerås,age 55-64 years,2000,4.7
Västerås,age 55-64 years,2001,4.8
Västerås,age 55-64 years,2002,4.9
Västerås,age 55-64 years,2003,5.1
Västerås,age 55-64 years,2004,5.0
Västerås,age 55-64 years,2005,5.3
Västerås,age 55-64 years,2006,5.6
Västerås,age 55-64 years,2007,6.0
Västerås,age 55-64 years,2008,6.0
Västerås,age 55-64 years,2009,5.9
Västerås,age 55-64 years,2010,6.1
Västerås,age 55-64 years,2011,6.3
Västerås,age 55-64 years,2012,6.3
Västerås,age 55-64 years,2013,6.4
Västerås,age 55-64 years,2014,6.6
Västerås,age 55-64 years,2015,6.9
Västerås,age 55-64 years,2016,7.0
Västerås,age 55-64 years,2017,7.2
Västerås,age 55-64 years,2018,7.2
Västerås,age 55-64 years,2019,7.3
Västerås,age 55-64 years,2020,7.3
Västerås,age 55-64 years,2021,7.8
Västerås,age 55-64 years,2022,8.0
Västerås,age 55-64 years,2023,6.8
Sala,all 20-64 years of age,1997,3.4
Sala,all 20-64 years of age,1998,3.5
Sala,all 20-64 years of age,1999,3.7
Sala,all 20-64 years of age,2000,4.0
Sala,all 20-64 years of age,2001,4.1
Sala,all 20-64 years of age,2002,4.2
Sala,all 20-64 years of age,2003,4.3
Sala,all 20-64 years of age,2004,4.2
Sala,all 20-64 years of age,2005,4.4
Sala,all 20-64 years of age,2006,4.6
Sala,all 20-64 years of age,2007,4.9
Sala,all 20-64 years of age,2008,5.0
Sala,all 20-64 years of age,2009,4.8
Sala,all 20-64 years of age,2010,5.0
Sala,all 20-64 years of age,2011,5.1
Sala,all 20-64 years of age,2012,5.1
Sala,all 20-64 years of age,2013,5.1
Sala,all 20-64 years of age,2014,5.3
Sala,all 20-64 years of age,2015,5.5
Sala,all 20-64 years of age,2016,5.7
Sala,all 20-64 years of age,2017,5.8
Sala,all 20-64 years of age,2018,5.8
Sala,all 20-64 years of age,2019,5.8
Sala,all 20-64 years of age,2020,5.8
Sala,all 20-64 years of age,2021,6.0
Sala,all 20-64 years of age,2022,6.3
Sala,all 20-64 years of age,2023,5.4
Sala,20-24 years,1997,2.1
Sala,20-24 years,1998,2.1
Sala,20-24 years,1999,2.3
Sala,20-24 years,2000,2.5
Sala,20-24 years,2001,2.7
Sala,20-24 years,2002,2.7
Sala,20-24 years,2003,2.7
Sala,20-24 years,2004,2.6
Sala,20-24 years,2005,2.6
Sala,20-24 years,2006,2.8
Sala,20-24 years,2007,3.1
Sala,20-24 years,2008,3.1
Sala,20-24 years,2009,2.8
Sala,20-24 years,2010,3.0
Sala,20-24 years,2011,3.1
Sala,20-24 years,2012,3.0
Sala,20-24 years,2013,3.0
Sala,20-24 years,2014,3.1
Sala,20-24 years,2015,3.3
Sala,20-24 years,2016,3.4
Sala,20-24 years,2017,3.6
Sala,20-24 years,2018,3.8
Sala,20-24 years,2019,3.7
Sala,20-24 years,2020,3.7
Sala,20-24 years,2021,3.9
Sala,20-24 years,2022,4.2
Sala,20-24 years,2023,3.6
Sala,age 25-34 years,1997,3.2
Sala,age 25-34 years,1998,3.3
Sala,age 25-34 years,1999,3.5
Sala,age 25-34 years,2000,3.7
Sala,age 25-34 years,2001,3.9
Sala,age 25-34 years,2002,3.9
Sala,age 25-34 years,2003,3.9
Sala,age 25-34 years,2004,3.9
Sala,age 25-34 years,2005,3.9
Sala,age 25-34 years,2006,4.1
Sala,age 25-34 years,2007,4.4
Sala,age 25-34 years,2008,4.4
Sala,age 25-34 years,2009,4.2
Sala,age 25-34 years,2010,4.4
Sala,age 25-34 years,2011,4.5
Sala,age 25-34 years,2012,4.5
Sala,age 25-34 years,2013,4.5
Sala,age 25-34 years,2014,4.6
Sala,age 25-34 years,2015,4.7
Sala,age 25-34 years,2016,4.9
Sala,age 25-34 years,2017,4.9
Sala,age 25-34 years,2018,5.1
Sala,age 25-34 years,2019,5.1
Sala,age 25-34 years,2020,5.1
Sala,age 25-34 years,2021,5.3
Sala,age 25-34 years,2022,5.5
Sala,age 25-34 years,2023,4.6
Sala,age 35-44 years,1997,3.6
Sala,age 35-44 years,1998,3.8
Sala,age 35-44 years,1999,3.9
Sala,age 35-44 years,2000,4.2
Sala,age 35-44 years,2001,4.3
Sala,age 35-44 years,2002,4.5
Sala,age 35-44 years,2003,4.7
Sala,age 35-44 years,2004,4.5
Sala,age 35-44 years,2005,4.6
Sala,age 35-44 years,2006,5.0
Sala,age 35-44 years,2007,5.3
Sala,age 35-44 years,2008,5.3
Sala,age 35-44 years,2009,5.2
Sala,age 35-44 years,2010,5.5
Sala,age 35-44 years,2011,5.6
Sala,age 35-44 years,2012,5.6
Sala,age 35-44 years,2013,5.5
Sala,age 35-44 years,2014,5.7
Sala,age 35-44 years,2015,5.9
Sala,age 35-44 years,2016,6.1
Sala,age 35-44 years,2017,6.2
Sala,age 35-44 years,2018,6.2
Sala,age 35-44 years,2019,6.3
Sala,age 35-44 years,2020,6.2
Sala,age 35-44 years,2021,6.5
Sala,age 35-44 years,2022,6.7
Sala,age 35-44 years,2023,5.8
Sala,age 45-54 years,1997,3.7
Sala,age 45-54 years,1998,3.8
Sala,age 45-54 years,1999,4.0
Sala,age 45-54 years,2000,4.3
Sala,age 45-54 years,2001,4.4
Sala,age 45-54 years,2002,4.6
Sala,age 45-54 years,2003,4.5
Sala,age 45-54 years,2004,4.6
Sala,age 45-54 years,2005,4.8
Sala,age 45-54 years,2006,4.9
Sala,age 45-54 years,2007,5.4
Sala,age 45-54 years,2008,5.5
Sala,age 45-54 years,2009,5.3
Sala,age 45-54 years,2010,5.6
Sala,age 45-54 years,2011,5.7
Sala,age 45-54 years,2012,5.7
Sala,age 45-54 years,2013,5.7
Sala,age 45-54 years,2014,5.9
Sala,age 45-54 years,2015,6.3
Sala,age 45-54 years,2016,6.4
Sala,age 45-54 years,2017,6.6
Sala,age 45-54 years,2018,6.5
Sala,age 45-54 years,2019,6.5
Sala,age 45-54 years,2020,6.5
Sala,age 45-54 years,2021,6.8
Sala,age 45-54 years,2022,7.2
Sala,age 45-54 years,2023,6.2
Sala,age 55-64 years,1997,3.5
Sala,age 55-64 years,1998,3.5
Sala,age 55-64 years,1999,3.8
Sala,age 55-64 years,2000,4.1
Sala,age 55-64 years,2001,4.2
Sala,age 55-64 years,2002,4.3
Sala,age 55-64 years,2003,4.4
Sala,age 55-64 years,2004,4.4
Sala,age 55-64 years,2005,4.7
Sala,age 55-64 years,2006,4.7
Sala,age 55-64 years,2007,5.3
Sala,age 55-64 years,2008,5.3
Sala,age 55-64 years,2009,5.2
Sala,age 55-64 years,2010,5.4
Sala,age 55-64 years,2011,5.5
Sala,age 55-64 years,2012,5.5
Sala,age 55-64 years,2013,5.5
Sala,age 55-64 years,2014,5.7
Sala,age 55-64 years,2015,6.0
Sala,age 55-64 years,2016,6.1
Sala,age 55-64 years,2017,6.2
Sala,age 55-64 years,2018,6.1
Sala,age 55-64 years,2019,6.1
Sala,age 55-64 years,2020,6.2
Sala,age 55-64 years,2021,6.3
Sala,age 55-64 years,2022,6.7
Sala,age 55-64 years,2023,5.7
Fagersta,all 20-64 years of age,1997,3.5
Fagersta,all 20-64 years of age,1998,3.7
Fagersta,all 20-64 years of age,1999,3.8
Fagersta,all 20-64 years of age,2000,4.1
Fagersta,all 20-64 years of age,2001,4.2
Fagersta,all 20-64 years of age,2002,4.3
Fagersta,all 20-64 years of age,2003,4.5
Fagersta,all 20-64 years of age,2004,4.4
Fagersta,all 20-64 years of age,2005,4.6
Fagersta,all 20-64 years of age,2006,4.7
Fagersta,all 20-64 years of age,2007,5.0
Fagersta,all 20-64 years of age,2008,5.1
Fagersta,all 20-64 years of age,2009,5.0
Fagersta,all 20-64 years of age,2010,5.0
Fagersta,all 20-64 years of age,2011,5.2
Fagersta,all 20-64 years of age,2012,5.2
Fagersta,all 20-64 years of age,2013,5.2
Fagersta,all 20-64 years of age,2014,5.3
Fagersta,all 20-64 years of age,2015,5.4
Fagersta,all 20-64 years of age,2016,5.5
Fagersta,all 20-64 years of age,2017,5.6
Fagersta,all 20-64 years of age,2018,5.7
Fagersta,all 20-64 years of age,2019,5.7
Fagersta,all 20-64 years of age,2020,5.7
Fagersta,all 20-64 years of age,2021,6.0
Fagersta,all 20-64 years of age,2022,6.2
Fagersta,all 20-64 years of age,2023,5.2
Fagersta,20-24 years,1997,2.4
Fagersta,20-24 years,1998,2.5
Fagersta,20-24 years,1999,2.6
Fagersta,20-24 years,2000,2.8
Fagersta,20-24 years,2001,2.9
Fagersta,20-24 years,2002,3.0
Fagersta,20-24 years,2003,3.0
Fagersta,20-24 years,2004,2.9
Fagersta,20-24 years,2005,3.0
Fagersta,20-24 years,2006,3.2
Fagersta,20-24 years,2007,3.6
Fagersta,20-24 years,2008,3.7
Fagersta,20-24 years,2009,2.9
Fagersta,20-24 years,2010,3.0
Fagersta,20-24 years,2011,3.3
Fagersta,20-24 years,2012,3.3
Fagersta,20-24 years,2013,3.3
Fagersta,20-24 years,2014,3.4
Fagersta,20-24 years,2015,3.5
Fagersta,20-24 years,2016,3.6
Fagersta,20-24 years,2017,3.7
Fagersta,20-24 years,2018,3.8
Fagersta,20-24 years,2019,3.8
Fagersta,20-24 years,2020,3.7
Fagersta,20-24 years,2021,3.9
Fagersta,20-24 years,2022,4.1
Fagersta,20-24 years,2023,3.4
Fagersta,age 25-34 years,1997,3.4
Fagersta,age 25-34 years,1998,3.5
Fagersta,age 25-34 years,1999,3.6
Fagersta,age 25-34 years,2000,3.8
Fagersta,age 25-34 years,2001,4.0
Fagersta,age 25-34 years,2002,4.1
Fagersta,age 25-34 years,2003,4.1
Fagersta,age 25-34 years,2004,4.1
Fagersta,age 25-34 years,2005,4.1
Fagersta,age 25-34 years,2006,4.3
Fagersta,age 25-34 years,2007,4.5
Fagersta,age 25-34 years,2008,4.6
Fagersta,age 25-34 years,2009,4.3
Fagersta,age 25-34 years,2010,4.4
Fagersta,age 25-34 years,2011,4.5
Fagersta,age 25-34 years,2012,4.6
Fagersta,age 25-34 years,2013,4.6
Fagersta,age 25-34 years,2014,4.6
Fagersta,age 25-34 years,2015,4.7
Fagersta,age 25-34 years,2016,4.8
Fagersta,age 25-34 years,2017,5.0
Fagersta,age 25-34 years,2018,5.1
Fagersta,age 25-34 years,2019,5.2
Fagersta,age 25-34 years,2020,5.1
Fagersta,age 25-34 years,2021,5.3
Fagersta,age 25-34 years,2022,5.5
Fagersta,age 25-34 years,2023,4.7
Fagersta,age 35-44 years,1997,3.7
Fagersta,age 35-44 years,1998,3.9
Fagersta,age 35-44 years,1999,4.1
Fagersta,age 35-44 years,2000,4.3
Fagersta,age 35-44 years,2001,4.5
Fagersta,age 35-44 years,2002,4.7
Fagersta,age 35-44 years,2003,4.7
Fagersta,age 35-44 years,2004,4.7
Fagersta,age 35-44 years,2005,4.8
Fagersta,age 35-44 years,2006,5.0
Fagersta,age 35-44 years,2007,5.3
Fagersta,age 35-44 years,2008,5.5
Fagersta,age 35-44 years,2009,5.3
Fagersta,age 35-44 years,2010,5.4
Fagersta,age 35-44 years,2011,5.7
Fagersta,age 35-44 years,2012,5.6
Fagersta,age 35-44 years,2013,5.6
Fagersta,age 35-44 years,2014,5.6
Fagersta,age 35-44 years,2015,5.7
Fagersta,age 35-44 years,2016,5.9
Fagersta,age 35-44 years,2017,5.9
Fagersta,age 35-44 years,2018,6.1
Fagersta,age 35-44 years,2019,6.1
Fagersta,age 35-44 years,2020,6.0
Fagersta,age 35-44 years,2021,6.2
Fagersta,age 35-44 years,2022,6.6
Fagersta,age 35-44 years,2023,5.4
Fagersta,age 45-54 years,1997,3.9
Fagersta,age 45-54 years,1998,4.0
Fagersta,age 45-54 years,1999,4.1
Fagersta,age 45-54 years,2000,4.3
Fagersta,age 45-54 years,2001,4.4
Fagersta,age 45-54 years,2002,4.6
Fagersta,age 45-54 years,2003,4.6
Fagersta,age 45-54 years,2004,4.7
Fagersta,age 45-54 years,2005,4.9
Fagersta,age 45-54 years,2006,5.1
Fagersta,age 45-54 years,2007,5.4
Fagersta,age 45-54 years,2008,5.6
Fagersta,age 45-54 years,2009,5.5
Fagersta,age 45-54 years,2010,5.7
Fagersta,age 45-54 years,2011,5.8
Fagersta,age 45-54 years,2012,5.8
Fagersta,age 45-54 years,2013,5.7
Fagersta,age 45-54 years,2014,5.9
Fagersta,age 45-54 years,2015,6.0
Fagersta,age 45-54 years,2016,6.2
Fagersta,age 45-54 years,2017,6.3
Fagersta,age 45-54 years,2018,6.4
Fagersta,age 45-54 years,2019,6.4
Fagersta,age 45-54 years,2020,6.4
Fagersta,age 45-54 years,2021,6.7
Fagersta,age 45-54 years,2022,6.9
Fagersta,age 45-54 years,2023,5.9
Fagersta,age 55-64 years,1997,3.6
Fagersta,age 55-64 years,1998,3.8
Fagersta,age 55-64 years,1999,4.0
Fagersta,age 55-64 years,2000,4.2
Fagersta,age 55-64 years,2001,4.3
Fagersta,age 55-64 years,2002,4.4
Fagersta,age 55-64 years,2003,5.2
Fagersta,age 55-64 years,2004,4.5
Fagersta,age 55-64 years,2005,4.8
Fagersta,age 55-64 years,2006,4.9
Fagersta,age 55-64 years,2007,5.2
Fagersta,age 55-64 years,2008,5.2
Fagersta,age 55-64 years,2009,5.4
Fagersta,age 55-64 years,2010,5.3
Fagersta,age 55-64 years,2011,5.5
Fagersta,age 55-64 years,2012,5.6
Fagersta,age 55-64 years,2013,5.9
Fagersta,age 55-64 years,2014,5.9
Fagersta,age 55-64 years,2015,6.0
Fagersta,age 55-64 years,2016,5.9
Fagersta,age 55-64 years,2017,6.0
Fagersta,age 55-64 years,2018,6.2
Fagersta,age 55-64 years,2019,6.1
Fagersta,age 55-64 years,2020,6.1
Fagersta,age 55-64 years,2021,6.3
Fagersta,age 55-64 years,2022,6.6
Fagersta,age 55-64 years,2023,5.6
Köping,all 20-64 years of age,1997,3.4
Köping,all 20-64 years of age,1998,3.6
Köping,all 20-64 years of age,1999,3.7
Köping,all 20-64 years of age,2000,4.1
Köping,all 20-64 years of age,2001,4.3
Köping,all 20-64 years of age,2002,4.2
Köping,all 20-64 years of age,2003,4.3
Köping,all 20-64 years of age,2004,4.3
Köping,all 20-64 years of age,2005,4.5
Köping,all 20-64 years of age,2006,4.6
Köping,all 20-64 years of age,2007,4.9
Köping,all 20-64 years of age,2008,5.0
Köping,all 20-64 years of age,2009,4.8
Köping,all 20-64 years of age,2010,4.9
Köping,all 20-64 years of age,2011,5.2
Köping,all 20-64 years of age,2012,5.2
Köping,all 20-64 years of age,2013,5.1
Köping,all 20-64 years of age,2014,5.3
Köping,all 20-64 years of age,2015,5.5
Köping,all 20-64 years of age,2016,5.6
Köping,all 20-64 years of age,2017,5.7
Köping,all 20-64 years of age,2018,5.8
Köping,all 20-64 years of age,2019,5.8
Köping,all 20-64 years of age,2020,5.8
Köping,all 20-64 years of age,2021,6.1
Köping,all 20-64 years of age,2022,6.4
Köping,all 20-64 years of age,2023,5.4
Köping,20-24 years,1997,2.2
Köping,20-24 years,1998,2.2
Köping,20-24 years,1999,2.4
Köping,20-24 years,2000,2.5
Köping,20-24 years,2001,2.7
Köping,20-24 years,2002,2.8
Köping,20-24 years,2003,2.9
Köping,20-24 years,2004,3.0
Köping,20-24 years,2005,3.0
Köping,20-24 years,2006,2.9
Köping,20-24 years,2007,3.3
Köping,20-24 years,2008,3.3
Köping,20-24 years,2009,2.7
Köping,20-24 years,2010,2.8
Köping,20-24 years,2011,3.2
Köping,20-24 years,2012,3.1
Köping,20-24 years,2013,3.1
Köping,20-24 years,2014,3.3
Köping,20-24 years,2015,3.5
